LSOA21CD,MEAN_NEAR_DIST,MIN_NEAR_DIST,MAX_NEAR_DIST,VARIANCE_NEAR_DIST,MEDIAN_NEAR_DIST
E01005171,0.108085501,0.0599486,0.160165441,0.002278671,0.106113981
E01005172,0.071513883,0.029715007,0.132145092,0.002525129,0.062097717
E01005173,0.153827291,0.0200693,0.263152683,0.011699532,0.166043591
E01005174,0.094418729,0.026309908,0.22702163,0.008103061,0.062171688
E01005175,0.065842469,0.028238878,0.105080899,0.001221454,0.06502505
E01005176,0.125711005,0.055051286,0.281187682,0.011048806,0.083302526
E01005177,0.131099614,0.011636551,0.427885583,0.039471139,0.04243816
E01005178,0.071567608,0.042192736,0.110791245,0.000923154,0.066643224
E01005179,0.062406752,0.015827312,0.097241976,0.001359627,0.068278861
E01005180,0.09288946,0.055643804,0.157015221,0.002144368,0.079449408
E01005181,0.067934774,0.013270222,0.153546266,0.003728164,0.052461303
E01005182,0.12891525,0.076529127,0.214064081,0.003558363,0.112533896
E01005183,0.110579583,0.062780948,0.133791873,0.001115001,0.122872754
E01005184,0.083204298,0.050692438,0.150225432,0.002048105,0.065949661
E01005185,0.0507161,0.031797379,0.069656502,0.000434128,0.050705261
E01005186,0.121121686,0.053463049,0.276976861,0.011214159,0.077023417
E01005187,0.057737323,0.033127286,0.11483629,0.001469005,0.041492857
E01005188,0.226253117,0.184275492,0.336921308,0.005478716,0.191907833
E01005189,0.091230452,0.055915265,0.121303217,0.001023034,0.093851662
E01005190,0.037944419,0.014808875,0.069650165,0.000664167,0.033659318
E01005191,0.059586652,0.024792457,0.089568199,0.000745022,0.061992975
E01005192,0.079167835,0.035373488,0.124551903,0.001388185,0.078372975
E01005193,0.136818216,0.027087112,0.268102185,0.015882274,0.126041784
E01005195,0.116760015,0.074908539,0.182081151,0.002405267,0.105025184
E01005197,0.089803931,0.017940788,0.134042105,0.002601589,0.103616415
E01005198,0.106128148,0.031496198,0.265953271,0.011627784,0.063531562
E01005199,0.063132896,0.053681411,0.071020026,6.38675E-05,0.063915074
E01005200,0.160690277,0.086689267,0.270372862,0.006162628,0.142849489
E01005201,0.067810143,0.035098808,0.098035339,0.000855437,0.069053213
E01005202,0.062080569,0.023179592,0.115831553,0.001707725,0.054655565
E01005203,0.089876181,0.068741746,0.11220111,0.000378308,0.089280933
E01005205,0.040968323,0.006908092,0.066452701,0.000856326,0.045256249
E01005206,0.077123492,0.012428548,0.118815741,0.002426173,0.08862484
E01005207,0.165711532,0.122248819,0.2107436,0.001680774,0.164926855
E01005208,0.067715369,0.026879046,0.141896685,0.002768105,0.051042872
E01005210,0.050424082,0.029411878,0.090639729,0.000779282,0.04082236
E01005212,0.058856589,0.020973365,0.125797073,0.002118109,0.04432796
E01005213,0.075648432,0.023478025,0.140937063,0.002483124,0.069089321
E01005214,0.066482927,0.035989847,0.087980728,0.00050697,0.070980566
E01005215,0.182402212,0.076798956,0.325794577,0.011182799,0.163507657
E01005216,0.114030121,0.037805433,0.173948347,0.003232728,0.122183352
E01005217,0.069447317,0.043370831,0.126856147,0.001535578,0.053781144
E01005218,0.068618211,0.003675538,0.113899216,0.002175914,0.078449045
E01005219,0.062743984,0.051484227,0.070518619,7.80579E-05,0.064486546
E01005220,0.08475109,0.015487492,0.158207841,0.003798255,0.082654515
E01005221,0.05326735,0.036219254,0.07032471,0.000373759,0.053262718
E01005222,0.136071161,0.079442412,0.246043711,0.006034338,0.10939926
E01005223,0.141024276,0.085649801,0.261147815,0.00653954,0.108649745
E01005224,0.081756049,0.011821015,0.174347572,0.00617988,0.070427804
E01005225,0.072871755,0.002006516,0.216829092,0.009478146,0.036325706
E01005226,0.054082163,0.014889088,0.086351035,0.001317867,0.057544264
E01005227,0.061707815,0.028895704,0.102578501,0.001120451,0.057678527
E01005228,0.07877117,0.030012429,0.149449062,0.002573926,0.067811593
E01005229,0.09367126,0.043190534,0.152974543,0.002829422,0.089259981
E01005230,0.155602636,0.081578981,0.267380223,0.006619198,0.13672567
E01005231,0.105867987,0.033694702,0.176306438,0.003403275,0.106735404
E01005232,0.071561804,0.045341677,0.100345443,0.000806786,0.070280049
E01005233,0.035051593,0.009951967,0.062969002,0.000603736,0.033642701
E01005234,0.044405776,0.013996315,0.079480826,0.001235317,0.042072981
E01005235,0.058924324,0.02663618,0.110166157,0.0012936,0.049447479
E01005236,0.067735311,0.008776138,0.140516602,0.002992154,0.060824252
E01005237,0.147351628,0.071887871,0.298414708,0.010748542,0.109551967
E01005238,0.057151321,0.025824305,0.090093712,0.000798609,0.056343635
E01005239,0.095656824,0.022274188,0.173977628,0.0039298,0.093187739
E01005243,0.076517162,0.012301399,0.141743181,0.002802882,0.076012035
E01005244,0.099515701,0.051161281,0.132554519,0.001423561,0.107173502
E01005245,0.065313196,0.040294717,0.091792803,0.000660991,0.064582632
E01005246,0.075332114,0.008794112,0.116151332,0.002657597,0.088191507
E01005247,0.094352626,0.084615872,0.107198486,9.71139E-05,0.092798072
E01005248,0.154289358,0.055194902,0.203138255,0.004644879,0.179412138
E01005249,0.047774027,0.026383439,0.09497797,0.001041347,0.034867349
E01005250,0.062672448,0.022733962,0.12620645,0.002075142,0.05087469
E01005251,0.097764115,0.019990277,0.228295068,0.009220789,0.071385557
E01005252,0.057001072,0.009222787,0.124995491,0.002432978,0.046893004
E01005253,0.063275236,0.041132641,0.092566634,0.000554366,0.059700835
E01005254,0.163539809,0.091222898,0.336754369,0.013498678,0.113090985
E01005255,0.176804145,0.112135011,0.292463555,0.006800671,0.151309008
E01005256,0.067490497,0.035015336,0.105219345,0.000848091,0.064863654
E01005257,0.053475525,0.043377025,0.075436472,0.000220448,0.047544302
E01005258,0.067440971,0.017794579,0.11169546,0.002097564,0.070136922
E01005259,0.056380019,0.025722812,0.070511298,0.000425428,0.064642983
E01005260,0.095945205,0.023146457,0.161502348,0.003253472,0.099566007
E01005261,0.035881632,0.019150952,0.052012185,0.000244763,0.036181695
E01005262,0.095679091,0.038636009,0.164655062,0.004129783,0.089712645
E01005263,0.417215689,0.028152236,0.619269943,0.070063794,0.510720289
E01005264,0.099223464,0.016761273,0.171462375,0.004068573,0.104335105
E01005265,0.078175513,0.032057598,0.161731108,0.003307359,0.059456674
E01005266,0.08639918,0.023930202,0.151853592,0.004801015,0.084906464
E01005267,0.269163417,0.044888854,0.411813186,0.024884962,0.309975814
E01005268,0.055560961,0.023512042,0.122847401,0.002075224,0.0379422
E01005269,0.143115363,0.105690659,0.209616301,0.002419905,0.128577245
E01005270,0.116748673,0.082404629,0.145781013,0.000871017,0.119404525
E01005271,0.134899569,0.069901344,0.22428822,0.005770716,0.122704356
E01005272,0.116892712,0.018164022,0.300140071,0.016214961,0.074633377
E01005273,0.043727828,0.018654117,0.072805431,0.000504914,0.041725883
E01005274,0.037840418,0.0217271,0.072988129,0.000584149,0.028323221
E01005275,0.049842461,0.03718154,0.069437518,0.000201923,0.046375393
E01005276,0.031309631,0.007120402,0.062791791,0.000534425,0.027663165
E01005277,0.07056181,0.050660847,0.090760524,0.000294664,0.070412935
E01005278,0.063264284,0.018886054,0.097788457,0.001472664,0.068191312
E01005279,0.066298731,0.046723418,0.11951867,0.00126395,0.049476419
E01005280,0.084879689,0.020505872,0.144456986,0.003485666,0.08727795
E01005281,0.09364182,0.038605114,0.162368881,0.004137511,0.086796643
E01005284,0.116247547,0.045872181,0.235044351,0.007005663,0.092036829
E01005285,0.097578466,0.023515724,0.185129662,0.005724433,0.090834238
E01005286,0.03491284,0.018744181,0.053682938,0.000307538,0.033612121
E01005287,0.091776355,0.074987933,0.114489305,0.000278024,0.08881409
E01005288,0.085321222,0.043540135,0.154364647,0.002302786,0.071690053
E01005289,0.049646603,0.031160323,0.088362037,0.000723495,0.039532026
E01005290,0.076991711,0.015878539,0.170206725,0.005133057,0.060940789
E01005291,0.057214132,0.020000089,0.113631602,0.001878746,0.047612418
E01005292,0.125297142,0.039582639,0.226816771,0.006117121,0.117394579
E01005293,0.106487579,0.064438578,0.172038173,0.002122168,0.094736782
E01005294,0.108162871,0.051122243,0.177677148,0.002722032,0.101926047
E01005295,0.136976097,0.089724393,0.233567586,0.004289965,0.112306204
E01005296,0.116086507,0.061242061,0.170308735,0.002017813,0.116397615
E01005297,0.146943226,0.110390386,0.191488473,0.001744042,0.142947023
E01005298,0.102678375,0.048790075,0.1610181,0.00243555,0.100452662
E01005299,0.072112221,0.034009546,0.117330373,0.001602306,0.068554484
E01005300,0.119277866,0.026470079,0.294800929,0.01461154,0.077920228
E01005301,0.054557064,0.012679325,0.115232914,0.0018966,0.045158009
E01005302,0.054714979,0.021633372,0.112777209,0.001767709,0.042224667
E01005304,0.083302721,0.057359246,0.133678258,0.001276412,0.071086689
E01005305,0.085795929,0.032219475,0.161064771,0.002969629,0.074949734
E01005306,0.128813707,0.083000054,0.209700334,0.003219479,0.111277221
E01005307,0.2532613,0.103617868,0.340974221,0.012662673,0.284226555
E01005308,0.09269514,0.011437249,0.163930292,0.004813836,0.09770651
E01005309,0.112508735,0.054885892,0.14528561,0.001583444,0.124931719
E01005310,0.149608801,0.058066296,0.199197138,0.004198764,0.170585884
E01005311,0.060520416,0.015603082,0.085674894,0.000948603,0.070401844
E01005312,0.095487988,0.063667142,0.144517692,0.001189674,0.086883559
E01005313,0.062441189,0.006596381,0.112079192,0.002112952,0.065544591
E01005314,0.063479013,0.026958652,0.087143592,0.000679071,0.069906903
E01005315,0.065849147,0.035442747,0.088744983,0.000495755,0.069604429
E01005316,0.19472996,0.055756926,0.498744738,0.041959726,0.112209087
E01005317,0.101729004,0.049331519,0.14823583,0.001712276,0.104674334
E01005318,0.183465531,0.035556139,0.27833932,0.013416777,0.209983332
E01005319,0.110587686,0.073393813,0.15626092,0.001230455,0.106348005
E01005320,0.087908918,0.053574512,0.152647651,0.002167075,0.072706755
E01005321,0.203126937,0.082857621,0.488862485,0.036612731,0.12039382
E01005322,0.052011676,0.0282132,0.080709394,0.000619946,0.049562054
E01005323,0.06669107,0.014268828,0.104857511,0.001605149,0.073818969
E01005324,0.138205664,0.036608526,0.331862765,0.018825808,0.092175682
E01005325,0.078110632,0.04967413,0.129957405,0.001350335,0.066405496
E01005326,0.071484545,0.052843275,0.112817552,0.000771482,0.060138676
E01005327,0.104876801,0.029708853,0.137997186,0.002631959,0.125900583
E01005328,0.071114292,0.053406918,0.100316108,0.000427605,0.065367072
E01005329,0.12132973,0.039387587,0.21284273,0.006365484,0.1165443
E01005330,0.174163488,0.104710304,0.326609372,0.010733237,0.132667137
E01005331,0.072288377,0.012659341,0.158245694,0.003949248,0.059124236
E01005332,0.104478444,0.071860768,0.173340269,0.002158791,0.08635637
E01005333,0.099396421,0.079728398,0.118155345,0.000247049,0.099850971
E01005334,0.182644837,0.139968767,0.26124078,0.0029858,0.164684901
E01005335,0.087771049,0.015354088,0.148755098,0.003211513,0.093487504
E01005336,0.079646811,0.061429944,0.097240071,0.000224353,0.079958614
E01005337,0.05976808,0.028796877,0.106231386,0.001183381,0.052022029
E01005338,0.069956751,0.037300851,0.116366869,0.00111351,0.063079642
E01005339,0.270198704,0.085073476,0.678601888,0.076834739,0.158559726
E01005340,0.118964474,0.024416364,0.196192231,0.005142377,0.127624651
E01005341,0.083919062,0.041062842,0.146719707,0.00208178,0.07394685
E01005342,0.089472694,0.076043658,0.113607837,0.000275574,0.08411964
E01005343,0.13195537,0.111568718,0.150537591,0.000349069,0.132857585
E01005344,0.069235231,0.020889521,0.115283461,0.001749769,0.070383971
E01005345,0.082916883,0.030805121,0.119379829,0.001455267,0.090741292
E01005346,0.073533778,0.053744223,0.107306434,0.000547759,0.066542227
E01005347,0.115295332,0.048808853,0.222724896,0.005732569,0.09482379
E01005348,0.071014753,0.042378087,0.100523058,0.000791214,0.070578934
E01005349,0.091279695,0.008449892,0.19436941,0.005959467,0.08114974
E01005350,0.073309969,0.023182295,0.096494281,0.001140923,0.08678165
E01005351,0.094199895,0.042171221,0.143196573,0.001775791,0.095715894
E01005352,0.086788633,0.021213969,0.132034868,0.002551126,0.096952847
E01005353,0.084138089,0.052193768,0.131872752,0.001145905,0.076242919
E01005354,0.053207733,0.012946122,0.114032138,0.001873458,0.042926337
E01005355,0.132894705,0.018472492,0.354776829,0.024400017,0.079164749
E01005356,0.109914838,0.020832089,0.225988934,0.007269524,0.096419165
E01005357,0.334863843,0.281473259,0.427100808,0.004171122,0.315440652
E01005358,0.064062244,0.046982927,0.101898762,0.000646804,0.053683643
E01005359,0.114659492,0.0398771,0.280750505,0.012494439,0.069005182
E01005360,0.105863288,0.037637969,0.227072241,0.007712721,0.07937147
E01005361,0.067168722,0.042242196,0.126012628,0.001559549,0.050210033
E01005362,0.080919339,0.027116239,0.147117384,0.002889018,0.074721867
E01005363,0.072153653,0.033385822,0.096297068,0.000833489,0.079465861
E01005364,0.053416426,0.007738951,0.084029501,0.001191355,0.060948626
E01005365,0.246806045,0.189745145,0.325969203,0.003878367,0.235754916
E01005366,0.086448201,0.043980634,0.163127055,0.003150231,0.069342557
E01005367,0.241937683,0.11445168,0.459182084,0.022620026,0.197058484
E01005368,0.105693791,0.026508913,0.157647411,0.003339908,0.11930942
E01005369,0.116985276,0.048577643,0.277710126,0.011874635,0.070826667
E01005370,0.080605079,0.014239424,0.141142771,0.003535467,0.08351906
E01005371,0.125109441,0.030544823,0.244366669,0.008950616,0.112763135
E01005372,0.055275206,0.007549121,0.103834759,0.001573603,0.054858472
E01005373,0.082692725,0.024663868,0.162168968,0.003317024,0.071969032
E01005374,0.077472878,0.022239047,0.183130818,0.005216723,0.052260823
E01005375,0.12173625,0.07299787,0.196750061,0.002876883,0.108598534
E01005376,0.082767097,0.046764685,0.14174904,0.00201373,0.071277331
E01005377,0.077830986,0.042175522,0.124436275,0.001633308,0.072356074
E01005378,0.115974056,0.029630965,0.155982917,0.003438009,0.139141172
E01005379,0.179420281,0.117521069,0.276371505,0.004711323,0.161894276
E01005380,0.163875125,0.055960687,0.281726122,0.009778853,0.158906846
E01005381,0.050870914,0.024151566,0.073673537,0.000536624,0.052829276
E01005382,0.047705618,0.029504377,0.07029655,0.000291677,0.045510772
E01005383,0.129317442,0.062313557,0.225051489,0.005259783,0.11495236
E01005386,0.253186716,0.054613967,0.432685837,0.027873867,0.26272353
E01005387,0.083248821,0.049697253,0.111443823,0.000846101,0.085927105
E01005388,0.131211589,0.04260172,0.236428187,0.006373822,0.122908225
E01005389,0.155904033,0.022701248,0.345606963,0.021969798,0.127653961
E01005390,0.101061367,0.039502681,0.150466603,0.002523172,0.107138092
E01005391,0.288043712,0.086939798,0.587566483,0.045034495,0.238834284
E01005392,0.06102778,0.032165925,0.125996736,0.001961903,0.042974229
E01005393,0.122652355,0.043597159,0.318941378,0.017323591,0.064035441
E01005394,0.223347234,0.026530453,0.539454255,0.049916444,0.163702113
E01005395,0.044458716,0.027443755,0.061481532,0.000247017,0.044454788
E01005396,0.149072015,0.040188765,0.410664993,0.030680918,0.07271715
E01005397,0.157671079,0.080858705,0.231224511,0.006025902,0.15930055
E01005398,0.106785148,0.015619132,0.146249561,0.003753994,0.13263595
E01005399,0.069716286,0.012936874,0.128961217,0.002907818,0.068483527
E01005400,0.04689239,0.013174867,0.094650937,0.001198803,0.039871878
E01005401,0.082948968,0.048277964,0.112804871,0.000752478,0.085356519
E01005402,0.231878438,0.051050525,0.412389753,0.02176567,0.232036737
E01005403,0.173218864,0.041208068,0.514588695,0.052040698,0.068539345
E01005406,0.092328001,0.040098907,0.155864355,0.003428292,0.086674371
E01005407,0.206705097,0.012812897,0.5472808,0.054979035,0.133363346
E01005408,0.13503289,0.071740486,0.304395793,0.012773824,0.081997641
E01005409,1.491412988,0.532879713,2.65624073,1.227107937,1.388265755
E01005410,1.041527714,0.147132389,2.335048718,0.924641737,0.841964875
E01005411,0.223951518,0.050155167,0.588797277,0.061161828,0.128426815
E01005412,0.122647598,0.041384794,0.285870129,0.012849575,0.081667734
E01005413,0.106926859,0.075411543,0.156498909,0.001281276,0.097898493
E01005414,0.39568819,0.14313655,0.997629373,0.165025925,0.220993418
E01005415,0.151857028,0.076113982,0.225892877,0.004838792,0.152710627
E01005416,0.350160656,0.029439251,0.66825374,0.083493457,0.351474816
E01005417,0.358273788,0.018177042,0.802193842,0.106710377,0.306362135
E01005418,0.150528881,0.072827314,0.217243312,0.003572622,0.156022449
E01005419,0.058850833,0.042783932,0.075073405,0.000192309,0.058772997
E01005420,0.047835021,0.028092079,0.092976488,0.000928607,0.035135758
E01005421,0.191896231,0.083690968,0.455309951,0.031594211,0.114292002
E01005422,0.100363486,0.010774993,0.179843697,0.004803632,0.105417627
E01005427,0.11980965,0.076334849,0.192959329,0.002560425,0.104972212
E01005428,0.061749572,0.026147213,0.120833187,0.001725713,0.050008943
E01005429,0.061125399,0.039824461,0.089579067,0.00043134,0.057549034
E01005430,0.065842117,0.044073652,0.087827741,0.000336716,0.065733536
E01005431,0.059084705,0.008390789,0.115571262,0.002298806,0.056188383
E01005432,0.049053288,0.035737968,0.06258541,0.000133309,0.048944886
E01005433,0.084295837,0.046440381,0.152818068,0.002259467,0.068962449
E01005434,0.056319639,0.012422553,0.114623948,0.001996329,0.049116028
E01005435,0.085152247,0.064622428,0.11234424,0.000394708,0.08182116
E01005436,0.065728854,0.033934426,0.091362951,0.000569229,0.06880902
E01005437,0.07109809,0.02897522,0.145765884,0.002882236,0.054825628
E01005438,0.177087911,0.112740081,0.231562704,0.00290198,0.182024431
E01005439,0.148816361,0.012400221,0.426624749,0.036162999,0.078120238
E01005440,0.137100449,0.071059255,0.184685218,0.00240071,0.146328661
E01005441,0.117774014,0.025694848,0.199265744,0.005761107,0.123067733
E01005442,0.129804799,0.01838776,0.348610997,0.022933484,0.076110219
E01005443,0.315163144,0.04817833,0.645971079,0.083778312,0.283251584
E01005444,0.060917961,0.032502244,0.084017503,0.000544835,0.063576049
E01005445,0.072895171,0.012989002,0.14940953,0.00330506,0.064591076
E01005446,0.190575224,0.084945941,0.288970773,0.008826696,0.194192092
E01005447,0.122747609,0.053843631,0.177252104,0.002692893,0.129947351
E01005448,0.076687447,0.01980643,0.134739623,0.002480462,0.076101868
E01005449,0.110755584,0.017456448,0.191974201,0.005821328,0.116795844
E01005450,0.073194453,0.006012657,0.116874416,0.002718592,0.08494537
E01005451,0.100196029,0.02520129,0.203466171,0.005849887,0.086058327
E01005452,0.230417709,0.138696957,0.319205144,0.007179587,0.231884368
E01005453,0.201983248,0.156321414,0.248355803,0.001466117,0.201627888
E01005454,0.300278832,0.230469335,0.425870534,0.008536125,0.27238773
E01005455,0.109810567,0.037897915,0.259201709,0.010459682,0.071071321
E01005456,0.08362875,0.033598406,0.124018292,0.001504393,0.08844915
E01005459,0.094533872,0.037931883,0.206162307,0.006197921,0.067020649
E01005460,0.069756869,0.02639994,0.159690927,0.003792655,0.046468305
E01005461,0.078427977,0.048787816,0.093118635,0.00040209,0.085902728
E01005462,0.080207036,0.007822611,0.165331353,0.004191126,0.073837089
E01005463,0.089176287,0.046918325,0.116933624,0.001081363,0.0964266
E01005464,0.063775176,0.008235908,0.12525155,0.002297594,0.060806623
E01005465,0.070015836,0.025760233,0.148290394,0.003215189,0.053006359
E01005466,0.042497662,0.009994223,0.089427673,0.001225115,0.035284376
E01005467,0.185938089,0.054661764,0.343089121,0.014196017,0.173000736
E01005468,0.150597029,0.114702321,0.187029194,0.001352294,0.1503283
E01005469,0.023732004,0.013318175,0.046211903,0.000239756,0.017698969
E01005470,0.056763434,0.018328687,0.09910674,0.001172444,0.054809154
E01005471,0.17164017,0.088529431,0.276699178,0.006698831,0.160666035
E01005472,0.12651743,0.064056887,0.243642943,0.007009479,0.099184945
E01005473,0.089835426,0.035961107,0.15883828,0.002607953,0.082271159
E01005474,0.179703676,0.039194598,0.393620972,0.022765387,0.142999568
E01005475,0.082165709,0.011717693,0.14214836,0.004767104,0.087398391
E01005476,0.394866616,0.114786523,0.9221547,0.134635606,0.271262621
E01005477,0.077240718,0.01633385,0.153536329,0.003915155,0.069546347
E01005478,0.269169762,0.043024275,0.619501011,0.060793506,0.207076882
E01005479,0.096745864,0.01502044,0.177422409,0.004774364,0.097270303
E01005480,0.038425651,0.008817091,0.06719571,0.000590087,0.038844902
E01005481,0.153835028,0.008416612,0.413215469,0.032291158,0.096854016
E01005482,0.047417337,0.010864234,0.093952877,0.001671565,0.042426119
E01005483,0.055600638,0.003388204,0.118078678,0.002547748,0.050467835
E01005484,0.084960933,0.030242847,0.164580299,0.004268072,0.072510293
E01005485,0.070501267,0.055252918,0.088556443,0.0002771,0.069097854
E01005486,0.050244912,0.028368422,0.068616104,0.000413728,0.051997562
E01005487,0.108292235,0.020059925,0.183481025,0.006026993,0.114813995
E01005488,0.429080928,0.152382863,0.987068611,0.143262807,0.288436119
E01005489,0.169422068,0.047391644,0.353711593,0.017063191,0.138292517
E01005490,0.144440474,0.098787165,0.241862162,0.004482168,0.118556286
E01005491,0.080958543,0.039339045,0.115385714,0.00104601,0.084554706
E01005492,0.058126403,0.012374032,0.090518401,0.001171467,0.064806589
E01005493,0.065292553,0.01041389,0.097512578,0.001645369,0.076621872
E01005494,0.08555849,0.027762454,0.141208197,0.002191383,0.086631654
E01005495,0.090512631,0.043552171,0.122746186,0.001360534,0.097876083
E01005496,0.06454662,0.008885868,0.119320535,0.00289503,0.064990039
E01005497,0.111038757,0.013355668,0.20067254,0.006019163,0.11506341
E01005498,0.202593793,0.068940812,0.268508814,0.008850764,0.236462772
E01005499,0.816368893,0.391312106,1.292939179,0.197682682,0.790612143
E01005500,0.239803134,0.122497121,0.383265771,0.013377659,0.226724822
E01005501,0.087963565,0.034697735,0.117248052,0.001334123,0.099954235
E01005502,0.126686294,0.025549784,0.216092359,0.008365017,0.132551516
E01005503,0.227877381,0.066271943,0.372465588,0.027646445,0.236385996
E01005504,0.042139233,0.01356381,0.063598214,0.000489826,0.045697454
E01005505,0.072142222,0.018202753,0.159146959,0.004524865,0.055609588
E01005506,0.046609685,0.040039794,0.05550777,4.89701E-05,0.045445587
E01005507,0.304832464,0.260970577,0.400371078,0.004198996,0.2789941
E01005508,0.213486747,0.140596092,0.349439622,0.008636476,0.181955638
E01005509,0.055316269,0.020069772,0.086175411,0.001113239,0.057509946
E01005510,0.299745556,0.253782894,0.378579246,0.003231508,0.283310043
E01005511,0.134713423,0.064239796,0.16661616,0.002242793,0.153998868
E01005512,0.05140824,0.017540569,0.102868921,0.001589802,0.042611736
E01005513,0.046144102,0.023969715,0.076310874,0.000579783,0.042147909
E01005514,0.138324515,0.05041413,0.218927158,0.004832099,0.141978386
E01005515,0.28040983,0.023669099,0.544272513,0.059614871,0.276848854
E01005516,0.107245406,0.066630128,0.144120038,0.001015708,0.109115729
E01005517,0.076890623,0.003205511,0.137434363,0.003802332,0.083461309
E01005518,0.484932586,0.195986426,0.84278091,0.103638859,0.450481503
E01005519,0.268303552,0.056958773,0.570418526,0.046698646,0.222918455
E01005520,0.052582593,0.02152406,0.089315621,0.000794601,0.049745346
E01005521,0.61454436,0.315981867,1.032202976,0.094526147,0.554996297
E01005522,0.07285214,0.057628721,0.092347858,0.000223499,0.070715991
E01005523,0.116449056,0.062651715,0.174989205,0.003684397,0.114077653
E01005524,0.114985014,0.004457888,0.222546973,0.008319962,0.116467598
E01005525,0.061351955,0.022758364,0.091039595,0.000857467,0.06580493
E01005526,0.250144417,0.105611127,0.629419525,0.064396626,0.132773509
E01005527,0.163040218,0.098383322,0.242538683,0.004178243,0.155619435
E01005528,0.07017783,0.015623425,0.152686305,0.003565446,0.056200796
E01005529,0.098213552,0.049165678,0.219424086,0.006568951,0.062132223
E01005530,0.067675538,0.017726548,0.104987077,0.001337867,0.073994263
E01005531,0.054175682,0.018733723,0.08707746,0.00079902,0.055445772
E01005532,0.065378982,0.025737292,0.108836663,0.001305325,0.063470986
E01005533,0.076846425,0.040086638,0.123517722,0.001443994,0.071890671
E01005534,0.02399686,0.004884123,0.042908519,0.000241038,0.024097398
E01005535,0.064904826,0.036583353,0.114860329,0.001190094,0.054087811
E01005536,0.072590244,0.022066503,0.101854428,0.001395604,0.083220023
E01005537,0.267420814,0.183583436,0.406670455,0.010796901,0.239714683
E01005538,0.063056286,0.017336364,0.12519778,0.002818044,0.0548455
E01005539,0.045706616,0.005269662,0.082175333,0.001082518,0.047690735
E01005540,0.124441347,0.0731151,0.175998396,0.002230499,0.124325946
E01005541,0.107763091,0.056694441,0.171019247,0.003268547,0.101669338
E01005542,0.050818892,0.011685475,0.090672988,0.001053405,0.050458552
E01005543,0.162401069,0.086685876,0.356346548,0.0168782,0.103285926
E01005544,0.087595719,0.053124785,0.145725861,0.001692679,0.075766116
E01005545,0.109294634,0.034317475,0.231105862,0.007197845,0.0858776
E01005546,0.152360887,0.050701091,0.411859076,0.03027233,0.07344169
E01005547,0.116310586,0.087243974,0.152757193,0.00073516,0.112620589
E01005548,0.146930275,0.035185708,0.376898669,0.024279482,0.087818362
E01005549,0.088851123,0.019663625,0.168954889,0.003921798,0.08339299
E01005550,0.078442678,0.033731932,0.187449132,0.00531649,0.046294823
E01005551,0.07430252,0.017301054,0.110978404,0.001619428,0.08446531
E01005552,0.08920063,0.031995751,0.150191075,0.004061147,0.087307847
E01005553,0.099439976,0.033270913,0.193174992,0.004651808,0.085657001
E01005554,0.162799616,0.055664716,0.261099856,0.010625149,0.167216947
E01005555,0.433082604,0.055534934,1.274796783,0.320604922,0.20099935
E01005556,0.073061736,0.024970745,0.10669094,0.001200786,0.08029263
E01005557,0.284600142,0.158144468,0.555787422,0.033422758,0.21223434
E01005558,0.062949334,0.031491112,0.103233229,0.000913965,0.058536498
E01005559,0.213076027,0.048474195,0.436291404,0.032442133,0.183769254
E01005560,0.598844174,0.037151558,0.967410213,0.181149257,0.695407464
E01005561,0.655766806,0.127774617,1.334633942,0.361956272,0.580329333
E01005562,0.136725623,0.03381889,0.371542561,0.02508197,0.07077052
E01005563,0.093491631,0.015443948,0.152844582,0.003284194,0.102838998
E01005564,0.048346395,0.017918515,0.11259579,0.001876652,0.031435638
E01005565,0.084668632,0.025590297,0.158489459,0.003103187,0.077297385
E01005566,0.079726545,0.029123017,0.13427626,0.002061888,0.077753452
E01005567,0.265854637,0.114258625,0.438749631,0.017752407,0.255205146
E01005568,0.147838764,0.063760831,0.284628763,0.009480561,0.12148273
E01005569,0.118214132,0.065674854,0.245040535,0.007219548,0.081070569
E01005570,0.315500549,0.171768329,0.557379095,0.028031108,0.266427386
E01005571,0.40044379,0.268026919,0.468369604,0.008272153,0.432689319
E01005572,0.090570152,0.044220758,0.160980399,0.002547208,0.078539726
E01005573,0.440776529,0.234585064,0.677561699,0.041753081,0.425479676
E01005574,0.121430763,0.082358783,0.206872201,0.003339294,0.098246035
E01005575,0.109566556,0.074089001,0.148894727,0.000947577,0.107641247
E01005576,0.180122581,0.067055153,0.272123461,0.007226828,0.190655856
E01005577,0.193447905,0.070767147,0.345450608,0.013000519,0.178786934
E01005578,0.105772634,0.026721359,0.261467723,0.01124678,0.067450727
E01005579,0.157706305,0.052820196,0.265601082,0.008179307,0.156201971
E01005580,0.208119269,0.11865551,0.373902968,0.013262835,0.169959299
E01005581,0.072545489,0.014585489,0.133573537,0.002363387,0.071011466
E01005583,0.072865926,0.027169072,0.150527916,0.002925682,0.056883359
E01005585,0.181588239,0.088646496,0.307186323,0.009080419,0.165260068
E01005586,0.166243407,0.102614427,0.238668988,0.003112019,0.161845107
E01005587,0.23475462,0.174249283,0.405209209,0.012920027,0.179779994
E01005588,0.106225007,0.07393631,0.159234259,0.001375247,0.09586473
E01005589,0.076596535,0.042645282,0.130968081,0.001443445,0.066386388
E01005590,0.075162657,0.014368311,0.136563499,0.00361994,0.074859409
