LSOA21CD,MEAN_NEAR_DIST,MIN_NEAR_DIST,MAX_NEAR_DIST,MEDIAN_NEAR_DIST,VARIANCE_NEAR_DIST
E01006099,1.021861579,0.963120047,1.074742763,1.024791753,0.002088288
E01006100,0.649469308,0.384754877,0.880788253,0.666167051,0.055608346
E01006101,0.43090275,0.236462147,0.66620793,0.41047046,0.034424554
E01006102,0.875296407,0.717493229,1.043859441,0.869916479,0.018177646
E01006103,0.602652023,0.413723247,0.740402773,0.628241037,0.018728489
E01006104,1.53573146,1.260675464,2.099509923,1.391370226,0.156269838
E01006105,2.291320281,2.128578509,2.546458862,2.245121876,0.035192751
E01006106,1.660008826,1.559896914,1.795019459,1.642559465,0.009667719
E01006107,1.530337987,1.328719552,1.628814717,1.58190884,0.019184831
E01006108,2.190341007,2.019481371,2.375651216,2.18311572,0.033559196
E01006109,1.126527034,1.013143407,1.218491854,1.137236437,0.007303678
E01006110,0.789258835,0.720884402,0.844971981,0.795589479,0.002621182
E01006111,0.774360957,0.728606522,0.856608294,0.756114506,0.003290212
E01006112,0.858326416,0.774103131,0.96314621,0.848028162,0.008321751
E01006113,0.498209305,0.424344861,0.567469482,0.500511439,0.004132608
E01006114,0.160991675,0.087003601,0.239360635,0.158801233,0.003923373
E01006115,0.59026036,0.323812801,0.955999534,0.540614552,0.069897038
E01006116,1.013388005,0.974665355,1.076360435,1.001263115,0.001921677
E01006117,0.633880804,0.565480237,0.75915182,0.605445579,0.007704783
E01006118,0.872722904,0.748743836,1.122079352,0.810034214,0.028664313
E01006119,0.823999389,0.687173935,0.907325807,0.850748906,0.011140462
E01006120,0.608508785,0.441018977,0.772355575,0.610330294,0.01837131
E01006121,0.450174039,0.09577053,0.781055418,0.461935104,0.078462177
E01006122,1.712302038,1.524620887,1.982036302,1.671275481,0.038679312
E01006123,1.057625691,0.874098449,1.337449695,1.00947731,0.041404203
E01006124,1.058507549,0.950724919,1.193096216,1.04510453,0.010210516
E01006125,1.402762455,1.16421384,1.576871884,1.434982049,0.041434731
E01006126,1.055423608,0.938743092,1.294707338,0.994122,0.026821545
E01006127,1.251450428,1.02526159,1.599730881,1.19040462,0.073520066
E01006128,0.671591829,0.649325793,0.695688257,0.670676634,0.000360745
E01006129,0.334028795,0.199271287,0.574404257,0.281219818,0.02807563
E01006130,0.767520435,0.616389164,1.001956948,0.725867815,0.032616296
E01006131,0.350068634,0.116207621,0.474093214,0.40498685,0.026685288
E01006132,0.368190284,0.131279964,0.536208268,0.402636452,0.036265185
E01006133,0.710076386,0.610024982,0.938117307,0.646081628,0.023446683
E01006134,1.232882644,1.14606597,1.406695974,1.189384315,0.014976558
E01006135,1.934426329,1.696219076,2.486670956,1.777407642,0.140413041
E01006136,1.659857176,1.546551463,1.785207877,1.653834682,0.011340396
E01006137,2.164766067,1.646833343,2.765451711,2.123389607,0.34292528
E01006138,1.380198875,1.057148852,1.514456247,1.4745952,0.046821079
E01006139,0.840968522,0.674213432,0.922918868,0.883370894,0.012751096
E01006140,1.088473293,0.95820378,1.161370954,1.117159218,0.009216952
E01006141,0.612869867,0.546107446,0.666822516,0.619274754,0.002773797
E01006142,0.653428623,0.572358382,0.709057931,0.666149088,0.003558485
E01006143,0.335259568,0.131047341,0.480338466,0.364826231,0.024512547
E01006144,0.36713679,0.104950699,0.677464167,0.343066147,0.056581139
E01006145,0.222655933,0.125167463,0.291684201,0.236886035,0.005804061
E01006146,0.273778006,0.123247733,0.348871599,0.311496347,0.010490211
E01006147,0.918974319,0.891999743,0.942172592,0.920862471,0.000620629
E01006148,0.752048673,0.63350756,0.894420041,0.740133545,0.011538481
E01006149,0.567751418,0.467272808,0.692183769,0.555774547,0.012341192
E01006150,0.634853366,0.600816313,0.686837976,0.625879587,0.001638839
E01006151,0.761873405,0.632300021,0.853316964,0.780938318,0.0116158
E01006152,1.154338239,0.927535625,1.443721049,1.123048142,0.065144507
E01006153,1.218495108,1.094247833,1.453428859,1.163151869,0.026107535
E01006154,0.63019104,0.591094059,0.683982486,0.622843808,0.001852117
E01006155,0.274287882,0.140324665,0.557563941,0.199631461,0.036958971
E01006156,0.647211764,0.519100071,0.779071948,0.645337519,0.016537358
E01006157,0.204958681,0.126520074,0.27496648,0.209174086,0.004664839
E01006158,0.346627911,0.269983358,0.429884434,0.343321926,0.00674866
E01006159,0.191807728,0.068948319,0.300698164,0.198792215,0.009936781
E01006160,0.236894191,0.057374306,0.334800424,0.277701017,0.015048156
E01006161,0.318790457,0.215374122,0.431535982,0.314125862,0.010417901
E01006162,0.412712932,0.36054574,0.442393633,0.423956178,0.001478321
E01006163,0.195311985,0.127116322,0.294303611,0.179914003,0.005544478
E01006164,0.213884345,0.095781132,0.504348371,0.127703938,0.037724029
E01006165,0.27313657,0.079201207,0.491475294,0.260934889,0.029057293
E01006166,2.14470811,1.960328834,2.315040104,2.151731751,0.035567781
E01006167,1.566352983,1.48596155,1.726716529,1.526366927,0.011792343
E01006168,1.861512724,1.720966655,1.956350704,1.884366769,0.010359844
E01006169,1.836314632,1.71293046,2.108724059,1.761802004,0.034665853
E01006170,1.338479471,1.003550001,1.51618957,1.417089156,0.052749588
E01006171,2.00566459,1.789925689,2.133582279,2.049575196,0.023116041
E01006172,1.518646367,1.380976904,1.793981209,1.449813677,0.035525888
E01006173,0.723442166,0.64242534,0.819445637,0.715948844,0.006452807
E01006174,0.794280536,0.651705316,0.898177843,0.813619492,0.011047766
E01006175,0.39122832,0.249027808,0.591049548,0.362417962,0.023009134
E01006176,0.45982324,0.273296876,0.774102649,0.395946717,0.04736928
E01006177,0.444232431,0.2816492,0.803171699,0.346054412,0.060132396
E01006178,0.67015242,0.504136257,0.844137418,0.666168002,0.025320864
E01006179,0.940835484,0.669431896,1.059818281,1.01704588,0.033146959
E01006180,0.336586136,0.271895539,0.401112824,0.336668089,0.004007391
E01006181,0.460637696,0.312889946,0.588682777,0.47048903,0.021893817
E01006182,0.373328656,0.15318133,0.573814914,0.383159191,0.032304572
E01006183,0.712229291,0.600461354,0.773911452,0.73727218,0.00597965
E01006184,0.861237797,0.675177487,1.232078235,0.768847734,0.063212975
E01006186,0.375663971,0.324978902,0.447579049,0.365048966,0.003218933
E01006187,0.707140012,0.551481005,0.835847189,0.720615928,0.013808976
E01006188,0.170593884,0.15567446,0.204986292,0.160857391,0.00053211
E01006189,0.257956362,0.188778656,0.410741691,0.216152551,0.010746385
E01006190,0.570263232,0.240885087,0.790164196,0.625001823,0.066244187
E01006191,0.54233055,0.391996012,0.688640588,0.5443428,0.015464605
E01006192,0.885322167,0.776144058,0.957416287,0.903864161,0.006942318
E01006193,0.253107442,0.18303344,0.381684813,0.223855758,0.008109343
E01006194,0.230315977,0.035574041,0.556844533,0.164422667,0.052881861
E01006195,0.261797647,0.199196783,0.331917274,0.258038265,0.003130576
E01006196,0.790612945,0.593089064,0.941045386,0.814158665,0.026103754
E01006197,0.272772712,0.083872442,0.488191401,0.259513503,0.038522293
E01006198,0.214184471,0.090719198,0.300084652,0.232967016,0.008036807
E01006199,0.60177867,0.47915553,0.685471266,0.621243942,0.00774097
E01006200,0.739013739,0.387390166,1.13247046,0.718097165,0.107226472
E01006201,0.327563085,0.241726683,0.381087201,0.343719227,0.003899508
E01006202,0.228127884,0.100172706,0.478862454,0.166738188,0.029071502
E01006203,0.262046499,0.033387636,0.515087733,0.249855313,0.045179677
E01006204,1.207715651,1.122826648,1.350955217,1.17854037,0.010520608
E01006205,1.499810071,1.320391301,1.654100361,1.51237431,0.020729786
E01006206,0.886018927,0.764203803,0.982547676,0.898662115,0.011986224
E01006207,0.922483886,0.725342049,1.114392564,0.925100465,0.040500492
E01006208,1.102948763,0.83545554,1.383578636,1.096380438,0.052402697
E01006209,1.658339123,1.611216062,1.725609654,1.648265388,0.002576477
E01006210,0.848370018,0.739097502,1.09641611,0.778983229,0.027703188
E01006211,1.265393997,1.144243112,1.36200811,1.277662382,0.009272095
E01006212,3.258010959,3.03027969,3.836927407,3.082418369,0.149933822
E01006213,1.516917895,1.24033127,1.838935262,1.494202524,0.072473071
E01006214,3.150388238,2.634486429,3.441102001,3.26298226,0.125341589
E01006215,2.085308205,1.785130132,2.249318508,2.153392091,0.044834089
E01006216,4.015895687,3.966317766,4.104653499,3.996305742,0.00392832
E01006217,0.814838502,0.707961869,0.928134177,0.811628982,0.010271782
E01006218,1.999084228,1.949242919,2.073326381,1.986883806,0.002926511
E01006219,2.533257761,2.45727287,2.689891545,2.492933314,0.011517952
E01006220,1.909428129,1.278773957,2.845855256,1.756541651,0.449226377
E01006221,1.345528723,1.254162957,1.410759165,1.358596385,0.005666703
E01006222,2.024665813,1.855108517,2.412265667,1.915644534,0.06942894
E01006223,1.305386589,0.951694215,1.725533393,1.272159375,0.160922991
E01006224,2.011281714,1.908254424,2.084528385,2.026172024,0.005823341
E01006225,1.672954258,1.54415436,1.770672815,1.688494928,0.00943287
E01006226,2.239437302,2.002432902,2.46339976,2.245958274,0.039684476
E01006227,3.351770928,3.219123937,3.529098558,3.329430609,0.01869686
E01006228,3.395783633,3.056312143,3.722695839,3.402063276,0.076826213
E01006229,2.2487518,1.88995836,2.801300626,2.151874106,0.151567397
E01006230,3.074516716,2.841985045,3.249144437,3.103468691,0.037565756
E01006231,0.740513057,0.539422317,1.22241913,0.600105391,0.104046021
E01006232,1.618754594,0.16608784,3.891929664,1.208500436,2.757918313
E01006233,2.61472645,2.496215193,2.8708393,2.545925652,0.03117723
E01006234,1.706976317,1.508899896,2.090879066,1.614063152,0.072716829
E01006235,0.763824397,0.427909609,1.045591663,0.790898158,0.073745554
E01006236,0.87397337,0.642292609,1.282389337,0.785605766,0.086165974
E01006237,3.198145324,3.075472318,3.330839969,3.193134505,0.014922472
E01006238,3.750013082,3.657780256,3.845151892,3.74856009,0.006026745
E01006239,0.642534341,0.533488186,0.730983843,0.652832668,0.007263357
E01006240,0.145524569,0.074447102,0.21567431,0.145988432,0.003852897
E01006241,0.607302199,0.38122218,0.773536907,0.637224854,0.027177602
E01006242,1.00408459,0.831779383,1.360785067,0.911886955,0.058204726
E01006243,1.760390452,1.539836373,1.991999443,1.754862996,0.038049278
E01006244,1.124031708,0.897247635,1.560114731,1.019382233,0.088311632
E01006245,1.556028138,1.098774464,2.434334645,1.345501721,0.356764458
E01006246,2.143181192,1.941240814,2.297144358,2.167169797,0.031538563
E01006247,3.355230968,3.212295095,3.487866327,3.360381225,0.012957133
E01006248,2.222928756,1.995776731,2.627989225,2.133974533,0.077974553
E01006249,1.989459495,1.700697311,2.339423543,1.958858564,0.069642188
E01006250,0.540044878,0.362921707,0.718304061,0.539476871,0.021137311
E01006251,0.796808135,0.315425814,1.178989296,0.846408715,0.162168607
E01006252,3.230323739,3.157470984,3.28961493,3.237104522,0.003576985
E01006253,2.079865495,1.895047704,2.300090949,2.062161663,0.02776144
E01006254,2.27319927,1.915311619,2.472097033,2.352694214,0.060444711
E01006255,1.54743066,1.445458302,1.627642722,1.558310807,0.00849383
E01006256,1.869268781,1.674786269,1.974141961,1.914073448,0.020014972
E01006257,1.36341492,1.22059562,1.591130727,1.320966667,0.027075817
E01006258,1.26291932,1.088264951,1.610778078,1.176317124,0.057099462
E01006259,1.565543336,1.44187751,1.703112151,1.558591841,0.014281378
E01006260,2.198695951,2.02262907,2.437775063,2.167189836,0.039284255
E01006261,0.561110465,0.440242111,0.78245646,0.510871645,0.023181362
E01006262,1.066831261,0.636072879,1.227722426,1.20176487,0.082618596
E01006263,0.799325654,0.499472172,0.946829717,0.875500363,0.042980717
E01006264,1.064953496,0.783621024,1.466426846,1.004883056,0.097232078
E01006265,1.099734154,1.052773554,1.181367131,1.082397966,0.003181462
E01006266,0.617066784,0.529598419,0.690652424,0.624008147,0.0046758
E01006267,0.224896519,0.041369086,0.375066003,0.241575493,0.024191058
E01006268,0.445888333,0.143507434,0.640670707,0.499687595,0.046234377
E01006269,1.279679569,1.033618224,1.621510836,1.231794608,0.06513154
E01006270,1.273507827,1.221898885,1.413743018,1.229194703,0.00875232
E01006271,0.323890982,0.264573217,0.392529561,0.319230574,0.003448925
E01006272,0.530745826,0.3912105,0.743526373,0.494123216,0.022742048
E01006273,0.554749232,0.37234512,0.703380236,0.571635787,0.022677359
E01006274,0.962002738,0.877130134,1.027408625,0.971736096,0.005885266
E01006275,0.767539571,0.639298556,0.859856747,0.785501491,0.008897515
E01006276,1.394241749,1.292030742,1.576777992,1.354079132,0.01732378
E01006277,1.938911719,1.810757001,2.00577797,1.969555953,0.007633665
E01006278,2.572834923,2.186352796,2.844682873,2.63015201,0.084189693
E01006279,2.160265765,2.0668304,2.332372306,2.120930177,0.013891115
E01006280,2.163003554,1.950778353,2.45717087,2.122032498,0.051260734
E01006281,2.166967614,2.070331602,2.280200262,2.158669297,0.007443092
E01006282,2.758433896,2.569031384,2.950938364,2.756882919,0.02454438
E01006283,3.816105961,3.4908163,4.331862069,3.720872738,0.131834312
E01006284,3.1824226,2.991438155,3.564124382,3.087063932,0.067973514
E01006285,1.805679431,1.722249147,1.896839264,1.801814657,0.009022885
E01006286,1.553566784,1.336096894,1.775614016,1.551278113,0.03259662
E01006287,0.311182448,0.226161388,0.435265143,0.29165163,0.007837181
E01006288,0.781216814,0.569814576,1.272661942,0.641195369,0.109709862
E01006289,0.483900132,0.408994601,0.589088501,0.468758713,0.005875774
E01006290,0.313500418,0.069383597,0.676024629,0.254296724,0.076940685
E01006291,0.5701567,0.3377373,0.710626084,0.616131708,0.02971635
E01006292,0.896380207,0.660915616,1.4040774,0.760263906,0.119668378
E01006293,1.18038671,0.670615145,1.422430947,1.314250374,0.118461135
E01006294,1.841823821,1.658455863,2.112560011,1.798139705,0.03736217
E01006295,1.401397397,1.327501312,1.546075096,1.36600659,0.010108219
E01006296,4.539764587,4.298162709,4.756604924,4.552145358,0.053748188
E01006297,4.087412887,3.724996732,4.263930087,4.180362365,0.060118444
E01006298,4.909692719,4.763929349,4.997357452,4.938742038,0.010976795
E01006299,5.19741889,5.121239626,5.335673885,5.166381024,0.008948705
E01006300,4.978056018,4.905597444,5.048265507,4.97918056,0.006030407
E01006301,5.274290116,4.942630347,5.775570796,5.18947966,0.151930009
E01006302,6.702977732,6.437861013,6.915196846,6.729426535,0.046072374
E01006303,6.122734454,5.829981235,6.724849478,5.968053551,0.169648656
E01006304,6.738782289,6.565140497,6.890669125,6.749659766,0.018012656
E01006305,1.155333248,1.038939655,1.27900372,1.151694807,0.013454724
E01006306,0.607100941,0.417138955,0.69518117,0.658041819,0.017090537
E01006307,0.505251959,0.243633477,0.728810507,0.524281926,0.066806774
E01006308,0.709082139,0.531286669,0.830148696,0.737446595,0.016294699
E01006309,0.230593436,0.197001776,0.269474557,0.227948705,0.001023711
E01006310,1.336724311,0.812075549,1.936583713,1.299118991,0.21421251
E01006311,1.284762139,1.016997582,1.456000893,1.33302504,0.035713927
E01006312,1.390431451,1.261126928,1.492879928,1.403859474,0.010064944
E01006313,0.974475273,0.743630867,1.252258571,0.951005827,0.044302031
E01006314,0.887745215,0.451046017,1.959514493,0.570210174,0.513688349
E01006315,4.253300141,3.853075464,5.007798034,4.076163534,0.295197391
E01006316,3.150276786,2.61672837,3.695582226,3.144398274,0.195484676
E01006317,3.992938477,3.84347887,4.105761521,4.011256758,0.012914732
E01006318,1.957787971,1.780478257,2.1003429,1.975165364,0.017947761
E01006319,3.496998799,3.454968463,3.54788163,3.492572552,0.002035583
E01006320,2.588065422,2.381798637,2.817778033,2.576342508,0.04528017
E01006321,2.261917622,2.13000154,2.41559016,2.251039395,0.014139854
E01006322,3.390249214,3.242269442,3.527334923,3.395696245,0.023897709
E01006323,4.208164607,4.067831638,4.467031334,4.148897729,0.031272814
E01006324,4.497955674,4.388651281,4.659272911,4.471949253,0.013714826
E01006325,5.134288785,4.721387948,5.784929489,5.015418852,0.2079096
E01006326,4.445687754,4.392845969,4.528806073,4.430549487,0.003895587
E01006327,4.835316227,4.623473571,4.995041436,4.86137495,0.030199048
E01006328,4.36697574,4.180198779,4.646467643,4.32061827,0.050836543
E01006329,3.424270206,2.742113906,4.240524181,3.357221369,0.501723508
E01006330,3.401924593,3.335181353,3.527903394,3.372306813,0.00737818
E01006331,3.364184967,3.211944341,3.571046569,3.336874478,0.027958857
E01006332,3.956954782,3.830395063,4.116235854,3.940594105,0.014173811
E01006333,4.207594847,3.918199063,4.505852768,4.203163778,0.070976728
E01006334,3.842620654,3.735840544,3.950307614,3.842167229,0.010118728
E01006335,3.61789441,3.441319378,3.84580243,3.592227916,0.031746437
E01006336,2.654198531,2.415540903,2.912988235,2.644132493,0.045882608
E01006337,2.939312645,2.695777564,3.192203743,2.934634637,0.048297097
E01006338,3.50767432,3.368614814,3.729443187,3.466319639,0.023979855
E01006339,5.213726995,4.933330124,5.621459583,5.150059137,0.095884052
E01006340,4.456120617,3.811214067,5.008297535,4.502485433,0.275245842
E01006341,6.180833802,5.851743406,6.579980774,6.145805514,0.095558188
E01006342,4.509984461,4.206614233,4.675414076,4.578954768,0.048771282
E01006343,5.682607846,5.623441394,5.775346651,5.66582167,0.004477559
E01006344,4.620801836,4.310447252,4.916772362,4.627993866,0.062349352
E01006345,5.470445021,5.331464171,5.798536416,5.375889749,0.048417297
E01006346,4.052550089,3.727560686,4.650524205,3.916057733,0.170383877
E01006347,6.027717673,5.804719679,6.336120162,5.985015426,0.051397172
E01006348,5.212219793,4.26969565,5.796026706,5.391578409,0.449111169
E01006349,0.508449264,0.333265598,0.583911624,0.558309918,0.013919597
E01006350,1.492213274,1.329500022,1.901684332,1.368834371,0.075435576
E01006351,1.060708122,1.026514553,1.098503133,1.058907401,0.001241005
E01006352,1.309591304,1.251209057,1.386022769,1.300566695,0.003625091
E01006353,0.65432562,0.436680464,1.014363387,0.583129314,0.064400377
E01006354,0.623225388,0.534654572,0.70218201,0.628032486,0.004805518
E01006355,0.293061798,0.097231635,0.447031991,0.313991783,0.02118987
E01006356,1.409637757,1.166216295,1.659720752,1.40630699,0.041809511
E01006357,1.341892482,1.107726865,1.849047733,1.205397665,0.119984552
E01006358,0.888329228,0.597005079,1.004579127,0.975866354,0.03833915
E01006359,0.343218511,0.11845347,0.504713208,0.374853682,0.026200836
E01006360,1.394406855,1.102012803,1.535845312,1.469884652,0.041742306
E01006361,1.50300126,1.416049363,1.719104428,1.438425624,0.021000002
E01006362,1.252410796,0.72916824,1.70746066,1.286507142,0.193561484
E01006363,1.189139871,0.974317379,1.508003389,1.137119358,0.051723209
E01006364,0.47957453,0.250583905,0.952009264,0.357852476,0.102187922
E01006365,0.433528411,0.257578447,0.667690548,0.404422325,0.035052771
E01006366,1.272485675,0.550602424,1.955761648,1.291789314,0.399879293
E01006367,0.925041087,0.49306789,1.52293593,0.842080265,0.215482353
E01006368,1.403708385,0.951600783,2.063538232,1.299847262,0.266949064
E01006369,0.282207792,0.105433829,0.492871127,0.265263105,0.025413204
E01006370,0.690095619,0.460692982,1.110932051,0.594378721,0.084302546
E01006371,0.782976944,0.627589375,1.172473439,0.665922481,0.067753705
E01006372,1.963387871,1.78449982,2.099379297,1.984836184,0.022096683
E01006373,1.526040575,1.376886362,1.661858761,1.532708588,0.014102719
E01006374,1.543641466,1.255907887,1.782785305,1.567936335,0.04725599
E01006375,0.796147411,0.676373159,0.88292354,0.812646473,0.008765704
E01006376,1.409452307,1.30669926,1.588243166,1.371433401,0.015301799
E01006377,1.716396766,1.666525849,1.780905935,1.709077641,0.00225409
E01006378,2.009209937,1.772287474,2.361091445,1.951730415,0.06806078
E01006379,1.807640573,1.606244235,2.103547314,1.760385372,0.054874696
E01006380,1.653536464,1.160323169,2.178431515,1.637695587,0.177631832
E01006381,1.856528378,1.504482089,2.123027451,1.899301986,0.079959044
E01006382,1.732124893,1.445400132,1.924963906,1.779067766,0.049486452
E01006383,1.295538704,1.131351644,1.438242869,1.306280151,0.023679778
E01006384,1.27950471,1.225473626,1.338917912,1.276813651,0.002284176
E01006385,0.976994261,0.871732077,1.101517749,0.967363608,0.009081935
E01006386,0.540433426,0.456240301,0.626967424,0.53926299,0.005104273
E01006387,1.239209766,1.111259309,1.311624491,1.266977633,0.008025932
E01006388,1.332420532,1.176232655,1.533263991,1.31009274,0.024437378
E01006389,1.114452286,0.998894159,1.255689615,1.101612686,0.011316947
E01006390,1.276225155,1.13860352,1.376186735,1.295055183,0.011070791
E01006391,1.531022035,1.411618832,1.663196212,1.524636549,0.011835059
E01006392,0.890200197,0.77373792,1.02192881,0.88256703,0.011725139
E01006393,1.114326746,0.990480186,1.297302185,1.084762306,0.018897107
E01006394,1.157135818,0.816776726,1.776507754,1.017629395,0.194967295
E01006395,1.550762829,1.436062269,1.692815382,1.537086832,0.017485975
E01006396,0.631732005,0.232692575,1.564575818,0.364829814,0.394744202
E01006397,1.366573468,1.250011523,1.457254504,1.379513922,0.008973829
E01006398,1.735457836,1.698688468,1.789999869,1.726571503,0.001541064
E01006399,1.29474653,1.090434548,1.611274879,1.238638346,0.049572533
E01006400,0.34010234,0.179679461,0.534194162,0.323267869,0.023573979
E01006401,0.849713149,0.590286727,1.289782714,0.759391577,0.09351526
E01006402,0.482737714,0.420242176,0.525126396,0.492791142,0.002078719
E01006403,1.118352201,0.816278561,1.33084091,1.163144668,0.049254429
E01006404,0.885948453,0.571493392,1.135413514,0.918443452,0.057829861
E01006405,1.052145547,0.920935627,1.346343113,0.970651724,0.039180206
E01006406,1.678659996,1.529120545,1.833802923,1.675858257,0.015482641
E01006407,2.072501953,1.927793276,2.27385045,2.044182043,0.021200537
E01006408,1.209317798,1.146840895,1.288834893,1.200797702,0.004152579
E01006409,1.607489841,1.512710539,1.677304254,1.619972285,0.005118399
E01006410,1.786839903,1.692856493,1.869507594,1.792497763,0.005309531
E01006411,1.040690842,0.902359731,1.163730845,1.048336396,0.014647936
E01032556,1.906282391,1.779960681,2.133462133,1.855853376,0.024257449
E01032557,2.300455242,2.202540162,2.390995158,2.304142824,0.00992175
E01032558,1.235119805,1.091814824,1.471252708,1.188705844,0.028000911
E01032559,1.046151473,0.706223583,1.447101525,1.015640391,0.101207034
E01032684,0.627341272,0.336069088,0.791265733,0.691015133,0.043458692
E01032906,0.362273827,0.21203494,0.502639286,0.36721054,0.024292522
E01032909,0.323222858,0.231804884,0.513215088,0.273935731,0.017239141
E01032912,0.251786931,0.123645462,0.394036251,0.244733006,0.014459891
E01032914,0.120782091,0.040302883,0.223989813,0.109417833,0.005939338
E01032915,0.414705078,0.31739221,0.583268449,0.379079825,0.01440095
E01032920,0.240135499,0.110897238,0.410810879,0.219416939,0.016090035
E01032922,0.960868765,0.467949922,1.59331551,0.891104813,0.318604423
E01033217,0.843543456,0.665146421,0.962289763,0.87336882,0.017343602
E01033218,1.095615451,0.425457035,1.858934456,1.049035155,0.498665943
E01033219,0.848408934,0.579718583,1.131164715,0.84137622,0.050795295
E01033220,1.144362796,0.907995569,1.330282949,1.169586334,0.037829138
E01033330,0.949910985,0.604878037,1.23752349,0.978621206,0.081212096
E01033651,0.573976516,0.466546493,0.674633734,0.577362918,0.012461601
E01033653,0.161102664,0.07457302,0.292651947,0.138592844,0.008904904
E01033654,0.234139816,0.220253508,0.258197027,0.229054364,0.000275148
E01033655,0.343532001,0.295879077,0.408595895,0.334826517,0.003126335
E01033656,0.246437749,0.150950353,0.294747719,0.270026462,0.004472437
E01033658,0.181213872,0.143267276,0.23442117,0.173583521,0.001970989
E01033660,0.11214352,0.070513028,0.18858928,0.094735886,0.002905795
E01033661,0.346891214,0.20746874,0.431212413,0.374441851,0.01031593
E01033662,0.140455835,0.038684119,0.266918507,0.128110357,0.009366394
E01033664,0.249979796,0.121142951,0.51951097,0.179632631,0.034317992
E01033665,0.627142903,0.492948825,0.772960058,0.621331365,0.019131058
E01033667,0.16329109,0.103179117,0.269854229,0.140065507,0.005436676
E01033668,0.32882893,0.254776879,0.481143556,0.289697643,0.011317114
E01033669,0.193769267,0.030156461,0.292352274,0.226284166,0.012958217
E01033670,0.291826208,0.191980139,0.468667897,0.253328398,0.014862848
E01033671,0.125620856,0.026587454,0.368390609,0.05375268,0.026360307
E01033672,0.39074885,0.250999321,0.60221714,0.35488947,0.02282093
E01033673,0.540749951,0.465696627,0.597698525,0.549802327,0.00444025
E01033674,0.572732575,0.183250531,0.885081474,0.611299148,0.125781009
E01033675,1.330023724,1.214734307,1.425187635,1.340086476,0.008475959
E01033676,0.261535136,0.108782492,0.383580064,0.276888993,0.0140645
E01033677,0.19494023,0.094299377,0.260754155,0.212353694,0.005048792
E01033678,0.215676059,0.029950893,0.332686707,0.250033318,0.016937297
E01033679,0.455079075,0.340016534,0.579524768,0.450387499,0.010150853
E01033680,1.474474127,1.371947573,1.664037087,1.430955924,0.016822267
E01033681,0.31940572,0.246206351,0.39232515,0.319545689,0.006617966
E01033682,0.255720326,0.221336434,0.328351244,0.236596813,0.002520063
E01033684,0.17692998,0.08672942,0.258351398,0.181319551,0.004957224
E01033685,0.694010717,0.47823803,0.885700677,0.706052081,0.028003384
E01033686,1.190409224,1.157808975,1.231299823,1.186264049,0.001381342
E01033687,1.162607553,0.869083415,1.3692975,1.206024648,0.051824851
E01033688,0.1765707,0.138453693,0.240448262,0.163690424,0.00196772
E01033947,0.502324111,0.391617338,0.623223103,0.497228002,0.008998329
E01033948,0.344541515,0.279413093,0.441265672,0.328743647,0.005122251
E01033949,0.335081074,0.306749105,0.38784202,0.322866585,0.00132295
E01033950,0.746459893,0.605004705,0.860554845,0.760140011,0.013104871
E01033976,1.22494335,0.965747038,1.616450979,1.158787692,0.081098495
E01033977,0.51556585,0.364469278,0.637723193,0.530035465,0.014725042
E01033978,0.85288629,0.640739613,1.067443548,0.851680999,0.043047408
E01033979,1.585166805,0.477356501,2.266035291,1.798637715,0.598723086
E01033980,1.772591833,1.300849032,2.373032892,1.708242703,0.235309541
E01033981,0.90957532,0.708501165,1.422422979,0.753688568,0.117435669
E01033982,0.319054272,0.206275729,0.504112341,0.282914509,0.016528614
E01033983,0.291811368,0.071127958,0.515460954,0.290328279,0.037007769
E01033984,0.414723738,0.219377013,0.712789875,0.363364031,0.051134262
E01033985,1.471791363,1.393551805,1.507491428,1.493061111,0.00281704
E01033986,1.154628598,1.099303645,1.226700561,1.146255092,0.002915078
E01033987,0.546070464,0.43894168,0.718025556,0.51365731,0.016543275
E01033988,0.431778046,0.29976895,0.547312552,0.440015341,0.010427934
E01033989,0.153814193,0.079971231,0.273293615,0.130995962,0.006931329
E01033990,0.197537291,0.100065894,0.302809786,0.193636743,0.006914275
E01033991,0.489375132,0.183396515,0.774652022,0.499725995,0.059608563
E01033992,0.620401303,0.565424327,0.723253492,0.596463697,0.005050693
E01033993,0.661959399,0.528157513,0.819022575,0.650328753,0.017355224
E01033994,0.29350689,0.236536389,0.343200203,0.297145483,0.002395518
E01033995,0.080364944,0.028870155,0.168530649,0.062029485,0.00385588
E01033996,0.150326076,0.127788049,0.184305867,0.144605194,0.000603466
E01033997,0.093615745,0.039815194,0.146572463,0.094037661,0.002284255
E01033998,0.153086028,0.11660003,0.21689845,0.139422817,0.001972367
E01033999,0.08734914,0.018151622,0.20798711,0.061628914,0.00707451
E01034000,0.24703953,0.176061066,0.349087523,0.231504766,0.006936504
E01034001,0.462456728,0.388106743,0.536686897,0.462516636,0.003692867
E01034107,1.174740364,1.062526018,1.352402103,1.142016666,0.019294758
E01034108,1.752651791,1.436761,2.079423162,1.747211501,0.071095702
E01034109,0.2817037,0.105068084,0.45871861,0.281514052,0.020894513
E01034110,0.367549241,0.125422671,0.654607368,0.345083462,0.065214428
E01034111,0.406712845,0.356005445,0.487738887,0.391553524,0.003278335
E01034112,0.422629598,0.330400449,0.592538305,0.383789819,0.014238899
